signer,batch,label,source_folder,source_path,dest_path,status,shape,error
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_011.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_011_BC2F40B2.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_012.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_012_E174D167.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_013.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_013_4BB422ED.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_014.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_014_94A018E2.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_015.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_015_B07ADDC4.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_016.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_016_04A599B4.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_017.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_017_4569A3F3.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_018.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_018_5C611AC6.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_019.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_019_BE198B35.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_020.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_020_700060E6.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_021.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_021_A149BAB1.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_022.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_022_264F726D.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_023.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_023_7AB02ECA.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_024.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_024_C682A82A.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_025.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_025_7AC3F3B9.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_026.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_026_B72CE8B2.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_027.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_027_22779C98.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_028.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_028_6EC6CCBF.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_029.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_029_A5187EE1.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\ANASTACIA_EAT_030.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_030_92A2CD4D.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,EAT,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\EAT\TEAMMATE_A_EAT_001.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\EAT\ANASTACIA_DIRECT_EAT_031_CFCD240C.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_001.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_001_E60B6D22.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_002.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_002_957C5D35.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_003.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_003_CC6FB4FF.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_004.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_004_5869D955.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_005.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_005_898C3A8E.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_006.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_006_EC7D157F.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_007.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_007_37389E30.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_008.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_008_54259549.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_009.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_009_BDB42C61.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_010.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_010_2A519C2D.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_011.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_011_AF771407.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_012.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_012_34B2FF40.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_013.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_013_642D2B12.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_014.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_014_C58E04F0.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_015.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_015_1223F680.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_016.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_016_0870F111.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_017.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_017_8C2D3594.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_018.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_018_9084266E.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_019.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_019_B37F4B14.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_020.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_020_81CC5EC5.npy,copied,"(30, 225)",
ANASTACIA,DIRECT,HELLO,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features,C:\BSIT 3RD YEAR\New VovGest\external_datasets\team_incoming_recorded_features\ANASTACIA\recorded_features\fullsign225_manual5_team_features\HELLO\ANASTACIA_HELLO_021.npy,C:\BSIT 3RD YEAR\New VovGest\external_datasets\fullsign225_manual5_team_features_v2\HELLO\ANASTACIA_DIRECT_HELLO_021_FAA45E59.npy,copied,"(30, 225)",
